Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,1960.000000,1999.000000,1957.000000,1985.949951,1985.949951,2930435
2021-02-16,2000.000000,2049.000000,1998.000000,2019.650024,2019.650024,5480183
2021-02-17,2015.099976,2023.500000,1969.150024,1989.449951,1989.449951,4395224
2021-02-18,1979.150024,1984.849976,1938.099976,1945.449951,1945.449951,3538208
2021-02-19,1942.250000,1969.849976,1925.099976,1938.750000,1938.750000,2735683
2021-02-22,1938.750000,1962.050049,1921.599976,1949.599976,1949.599976,3853276
2021-02-23,1965.000000,1965.000000,1866.000000,1872.949951,1872.949951,5572402
2021-02-24,1889.099976,1924.000000,1852.050049,1911.199951,1911.199951,3821416
2021-02-25,1927.000000,1965.199951,1887.550049,1895.500000,1895.500000,5622516
2021-02-26,1869.000000,1869.000000,1773.000000,1780.349976,1780.349976,8400096
2021-03-01,1811.000000,1854.900024,1801.400024,1845.400024,1845.400024,3260044
2021-03-02,1845.000000,1868.400024,1820.099976,1844.650024,1844.650024,3837149
2021-03-03,1855.000000,1908.750000,1851.199951,1899.500000,1899.500000,2875618
2021-03-04,1863.900024,1910.400024,1850.000000,1897.699951,1897.699951,4022514
2021-03-05,1875.500000,1928.300049,1868.000000,1922.500000,1922.500000,5407986
2021-03-08,1920.000000,1947.849976,1893.300049,1915.849976,1915.849976,4698010
2021-03-09,1917.800049,1991.000000,1917.800049,1978.949951,1978.949951,7918345
2021-03-10,1983.250000,1999.349976,1957.199951,1963.949951,1963.949951,2761470
2021-03-12,1979.000000,1980.000000,1912.000000,1935.150024,1935.150024,2620265
2021-03-15,1944.000000,1944.000000,1893.099976,1918.650024,1918.650024,2643553
2021-03-16,1925.099976,1941.699951,1900.000000,1903.199951,1903.199951,2769224
2021-03-17,1903.199951,1917.699951,1861.000000,1868.349976,1868.349976,2694994
2021-03-18,1881.000000,1892.900024,1825.099976,1830.400024,1830.400024,2197575
2021-03-19,1818.449951,1872.000000,1814.050049,1834.150024,1834.150024,4803016
2021-03-22,1833.000000,1849.949951,1805.000000,1822.650024,1822.650024,2434097
2021-03-23,1844.000000,1844.000000,1798.849976,1812.650024,1812.650024,4250856
2021-03-24,1800.000000,1805.000000,1773.349976,1782.449951,1782.449951,3046161
2021-03-25,1792.900024,1798.800049,1745.000000,1762.900024,1762.900024,4113013
2021-03-26,1785.000000,1792.400024,1762.750000,1771.050049,1771.050049,3310757
2021-03-30,1782.099976,1801.949951,1775.000000,1781.250000,1781.250000,5575524
2021-03-31,1778.800049,1779.000000,1742.599976,1753.000000,1753.000000,3798383
2021-04-01,1770.000000,1813.250000,1750.650024,1804.550049,1804.550049,3802652
2021-04-05,1786.099976,1799.599976,1734.400024,1759.199951,1759.199951,2448241
2021-04-06,1776.000000,1781.449951,1728.699951,1768.300049,1768.300049,2873045
2021-04-07,1766.050049,1810.699951,1745.599976,1792.000000,1792.000000,3158142
2021-04-08,1796.000000,1823.699951,1778.699951,1783.250000,1783.250000,2890290
2021-04-09,1770.000000,1806.449951,1744.099976,1799.250000,1799.250000,3139384
2021-04-12,1757.250000,1768.000000,1723.300049,1742.500000,1742.500000,3328336
2021-04-13,1745.800049,1786.050049,1723.449951,1775.849976,1775.849976,3118742
2021-04-15,1800.000000,1809.500000,1752.599976,1773.250000,1773.250000,3546886
2021-04-16,1774.000000,1788.150024,1760.050049,1764.099976,1764.099976,2912279
2021-04-19,1720.000000,1720.000000,1675.000000,1700.750000,1700.750000,3865423
2021-04-20,1725.000000,1733.599976,1684.349976,1697.699951,1697.699951,3317008
2021-04-22,1689.750000,1739.750000,1669.199951,1736.050049,1736.050049,3590444
2021-04-23,1733.900024,1756.349976,1720.250000,1734.199951,1734.199951,1893450
2021-04-26,1740.000000,1783.000000,1733.300049,1759.650024,1759.650024,3253062
2021-04-27,1750.000000,1762.599976,1724.550049,1750.300049,1750.300049,4533360
2021-04-28,1762.500000,1824.000000,1754.000000,1811.449951,1811.449951,4174599
2021-04-29,1825.099976,1845.449951,1780.550049,1805.000000,1805.000000,3960095
2021-04-30,1780.000000,1802.000000,1739.449951,1748.800049,1748.800049,2621783
2021-05-03,1735.000000,1759.000000,1685.000000,1725.449951,1725.449951,5593869
2021-05-04,1751.000000,1764.000000,1725.300049,1732.650024,1732.650024,4255151
2021-05-05,1741.000000,1778.000000,1721.900024,1770.750000,1770.750000,2411643
2021-05-06,1781.699951,1793.699951,1763.199951,1788.250000,1788.250000,2380255
2021-05-07,1796.000000,1813.000000,1773.500000,1780.349976,1780.349976,1610730
2021-05-10,1809.000000,1813.250000,1790.599976,1809.349976,1809.349976,1332490
2021-05-11,1776.599976,1794.400024,1753.250000,1755.449951,1755.449951,2955976
2021-05-12,1754.000000,1754.000000,1715.550049,1718.849976,1718.849976,3181830
2021-05-14,1728.900024,1728.900024,1701.099976,1706.650024,1706.650024,2937892
